jobid,title,employer,location,salary,description,tags,url,date,weeknum,equity,currency,salary_low,salary_high,country,state,city
104285,"Software Development Engineer II, (Bellevue, WA location)",Apptio,"Bellevue, WA","$120,000 - 150,000

                                / 
Provides Equity",Recognized as the Most Impactful Enterprise Technology Company in Seattle and voted Best company to work…,"[""c#"",""java"",""javascript""]",/jobs/104285/software-development-engineer-ii-bellevue-wa-apptio,2016-06-01T07:01:01.000Z,22,True,$,"120,000","150,000",US,WA,Bellevue
115588,Application Integration Specialist,CareFirst BlueCross BlueShield,"Owings Mills, MD",,"Assist with modification of procedures, programs or hardware to solve business systems problems,…","[""java"",""c++"",""oop"",""tcp"",""unix""]",/jobs/115588/application-integration-specialist-carefirst-bluecross-blueshield,2016-06-01T07:01:01.000Z,22,False,,0,0,US,MD,Owings Mills
115590,Staff Software Engineer in Performance,Intuit,"San Diego, CA",,"Responsibilities:


Evaluate application architectures and design performance and stability…","[""performance"",""java"",""linux"",""jvm"",""debugging""]",/jobs/115590/staff-software-engineer-in-performance-intuit,2016-06-01T07:01:01.000Z,22,False,,0,0,US,CA,San Diego
110611,".NET Developer (Junior, Mid & Sr Level)",Greenshades Software,"Jacksonville, FL",,Greenshades Software strives to let developers be developers: we keepred tape and meetings to a bare…,"[""c#"",""sql-server"",""visual-studio"",""visual-studio-2015""]",/jobs/110611/net-developer-junior-mid-sr-level-greenshades-software,2016-06-01T07:01:01.000Z,22,False,,0,0,US,FL,Jacksonville
55841,Web Applications Engineer (Rails+),Sharethrough,"Austin, TX",,As a full-stack engineer here you’ll contribute to everything from our 3rd-Party CoffeeScript deployed…,"[""ruby"",""ruby-on-rails-3"",""rspec"",""coffeescript"",""backbone.js""]",/jobs/55841/web-applications-engineer-rails-plus-sharethrough,2016-06-01T07:01:01.000Z,22,False,,0,0,US,TX,Austin
55843,Data Engineer (Scala/Spark),Sharethrough,"San Francisco, CA",,Sharethrough is looking for engineers interested in building the data products and infrastructure to…,"[""apache-spark"",""scala"",""amazon-web-services"",""hadoop"",""apache-storm""]",/jobs/55843/data-engineer-scala-spark-sharethrough,2016-06-01T07:01:01.000Z,22,False,,0,0,US,CA,San Francisco
55847,Distributed Systems Engineer (Spark/Scala),Sharethrough,"San Francisco, CA",,"Sharethrough is looking for engineers interested in tackling the problems of building large-scale,…","[""scala"",""spark"",""distributed-system"",""hadoop"",""cascading""]",/jobs/55847/distributed-systems-engineer-spark-scala-sharethrough,2016-06-01T07:01:01.000Z,22,False,,0,0,US,CA,San Francisco
115557,Sr. BRI Manager,Abbott Talent Acquisition,"Green Oaks, IL",,Abbott is a global healthcare company devoted to improving life through the development of products and…,"[""business"",""research"",""analyst""]",/jobs/115557/sr-bri-manager-abbott-talent-acquisition,2016-06-01T07:01:01.000Z,22,False,,0,0,US,IL,Green Oaks
113121,Software Engineer,BuyerQuest,"Berea, OH",,"As a leader in enterprise application software and eProcurement, BuyerQuest helps companies of all sizes…","[""php"",""mongodb"",""magento"",""jquery"",""bootstrap""]",/jobs/113121/software-engineer-buyerquest,2016-06-01T07:01:01.000Z,22,False,,0,0,US,OH,Berea
115566,Dev Project Manager - Consulting Services,Microsoft,"Reston, VA",,Are you passionate about using technology to solve some of the toughest problems facing the largest…,[],/jobs/115566/dev-project-manager-consulting-services-microsoft,2016-06-01T07:01:01.000Z,22,False,,0,0,US,VA,Reston
105880,Software Development Engineer-Frontend,Groupon Inc,"Palo Alto, CA",,"Requisition ID: 12634
Based in Chicago and operating in major regions globally, we are a local e…","[""backbone.js"",""angularjs"",""javascript"",""nosql"",""coffeescript""]",/jobs/105880/software-development-engineer-frontend-groupon-inc,2016-06-01T07:01:01.000Z,22,False,,0,0,US,CA,Palo Alto
100059,Software Engineering Manager,Tenable Network Security,"Columbia, MD",,"Tenable Network Security, founded in 2002, delivers comprehensive security solutions that provide…","[""c"",""network-programming""]",/jobs/100059/software-engineering-manager-tenable-network-security,2016-06-01T07:01:01.000Z,22,False,,0,0,US,MD,Columbia
115565,Lead Developer - Consulting Services,Microsoft,"Reston, VA",,Are you passionate about using technology to solve some of the toughest problems facing the largest…,"[""c#"",""javascript"",""xamarin""]",/jobs/115565/lead-developer-consulting-services-microsoft,2016-06-01T07:01:01.000Z,22,False,,0,0,US,VA,Reston
98517,Software Test Engineer (Wireless Communications),Persistent Systems LLC,"New York, NY",,The Software Test Engineer will be responsible for software testing for our Wave Relay® products. This…,"[""c"",""c++"",""shell"",""java"",""php""]",/jobs/98517/software-test-engineer-wireless-communications-persistent-systems-llc,2016-06-01T07:01:01.000Z,22,False,,0,0,US,NY,New York
98521,Senior Embedded Software Engineer (Wireless Communications),Persistent Systems LLC,"New York, NY",,Persistent Systems is looking for an Embedded Software Engineer with extensive experience in a Linux…,"[""c"",""c++"",""embedded-linux"",""linux-kernel"",""linux-device-driver""]",/jobs/98521/senior-embedded-software-engineer-wireless-persistent-systems-llc,2016-06-01T07:01:01.000Z,22,False,,0,0,US,NY,New York
115564,DevOps Engineer,Casenet,"Bedford, MA",,"The DevOps Engineer will play a key role in the TruCare development process by facilitating, managing,…","[""java-ee"",""git"",""maven"",""jira-rest-api"",""tomcat""]",/jobs/115564/devops-engineer-casenet,2016-06-01T07:01:01.000Z,22,False,,0,0,US,MA,Bedford
115561,Mobile Development Trainer,Xamarin,"London, UK",,"Your Role
Xamarin’s mission is to create the most compelling developer tools on the planet. Xamarin…","[""c#"",""xamarin.ios"",""xamarin.android"",""visual-studio"",""git""]",/jobs/115561/mobile-development-trainer-xamarin,2016-06-01T07:01:01.000Z,22,False,,0,0,UK,,London
37790,Jr. iOS Developer,App Partner,"Kings County, NY","$54,000 - 60,000

                                / 
Provides Equity","Our iOS Developers are at the heart of our award winning, end-to-end mobile app development team! They…","[""ios"",""mysql"",""php"",""xcode"",""objective-c""]",/jobs/37790/jr-ios-developer-app-partner,2016-06-01T07:01:01.000Z,22,True,$,"54,000","60,000",US,NY,Kings County
93937,Windows Systems Engineer,WSM International,"Saint Clair Shores, MI",,WSM is an established industry-leading technical services and solutions integrator undergoing…,"[""windows"",""migration"",""exchange-server"",""active-directory""]",/jobs/93937/windows-systems-engineer-wsm-international,2016-06-01T07:01:01.000Z,22,False,,0,0,US,MI,Saint Clair Shores
94619,Software Engineer - Platform,Sprout Social Inc.,"Chicago, IL",Provides Equity,"In this role you’ll design, code, and grow our backend services, the lifeblood of our product. We have a…","[""java"",""python"",""django"",""sql"",""nosql""]",/jobs/94619/software-engineer-platform-sprout-social-inc,2016-06-01T07:01:01.000Z,22,True,,0,0,US,IL,Chicago
115505,Data Scientist in Cyber Security,Castle,"San Francisco, CA",,"You'll be working on all the stages of the data science pipeline, from acquiring and understanding the…","[""machine-learning"",""security"",""apache-spark-mllib"",""r"",""fraud-prevention""]",/jobs/115505/data-scientist-in-cyber-security-castle,2016-06-01T07:01:01.000Z,22,False,,0,0,US,CA,San Francisco
113096,Backend Developer,ThreatQuotient,"Columbia, MD",,The Software Development Engineer will be responsible for developing PHP and MySQL applications with a…,"[""php"",""linux"",""mysql""]",/jobs/113096/backend-developer-threatquotient,2016-06-01T07:01:01.000Z,22,False,,0,0,US,MD,Columbia
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
104253,Java Developer in a strategic project for EY GDN Poland,EY Global Services (Poland) Sp. z o.o.,"Warsaw, Poland",,"Essential Functions of the Job:

Java Developer/ Software Engineer in the IT Advisory Services to…","[""java"",""java-ee"",""java-ee-6"",""java-ee-5"",""java-ee-7""]",/jobs/104253/java-developer-in-a-strategic-project-for-ey-gdn-ey-global-services-poland,2016-06-01T07:01:01.000Z,22,False,,0,0,Poland,,Warsaw
113095,Full Stack Developer,Payoneer,"Petah Tikva, Israel",,"Payoneer empowers global commerce by connecting businesses, professionals, countries and currencies with…","[""c#"",""angularjs"","".net"",""javascript"",""sql""]",/jobs/113095/full-stack-developer-payoneer,2016-06-01T07:01:01.000Z,22,False,,0,0,Israel,,Petah Tikva
113091,Software Engineer,Alliance Health,"South Jordan, UT",,"The Role:
You will be working on a team in a fast-paced, ever growing technical environment.  It will…","[""web"",""node.js"",""angularjs"",""javascript""]",/jobs/113091/software-engineer-alliance-health,2016-06-01T07:01:01.000Z,22,False,,0,0,US,UT,South Jordan
105969,Senior Java Engineer,DragonGlass,"New York, NY",,"If you have an appetite for new technology and a desire to be part of an exciting startup, then…","[""java"",""elasticsearch"",""amazon-web-services"",""object"",""oracle""]",/jobs/105969/senior-java-engineer-dragonglass,2016-06-01T07:01:01.000Z,22,False,,0,0,US,NY,New York
101947,C# Software Engineer,NAVEX Global,"Lake Oswego, OR",,At NAVEX Global you will join our software development team that shares a passion for writing great code…,"[""c#"",""javascript"","".net"",""sql"",""asp.net-mvc""]",/jobs/101947/c-sharp-software-engineer-navex-global,2016-06-01T07:01:01.000Z,22,False,,0,0,US,OR,Lake Oswego
113090,Data Scientist (m/f),Kreditech Holding SSL GmbH,"Hamburg, Germany",,"Join the financial revolution!
Are you passionate about finance and want to make a real change? Join…","[""r"",""sql"",""machine-learning"",""nosql""]",/jobs/113090/data-scientist-m-f-kreditech-holding-ssl-gmbh,2016-06-01T07:01:01.000Z,22,False,,0,0,Germany,,Hamburg
112876,Senior Developer (Java J2EE),SAP Ariba Technologies India Pvt Ltd,"Bengaluru, India","₹2,200,000 - 3,000,000","ROLE DESCRIPTION:
The Senior Developer Engineer will be responsible for the design, development,…","[""java"",""java-ee"",""jdbc""]",/jobs/112876/senior-developer-java-j2ee-sap-ariba-technologies-india,2016-06-01T07:01:01.000Z,22,False,₹,"2,200,000","3,000,000",India,,Bengaluru
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
113228,Front-End Developer,ClearCapital.com,"Roseville, CA","$90,000 - 120,000",We’re looking for thoughtful engineers with an eye for quality to join our team and help grow Clear…,"[""java"",""rest"",""jenkins"",""cassandra"",""maven""]",/jobs/113228/front-end-developer-clearcapitalcom,2016-06-01T07:01:01.000Z,22,False,$,"90,000","120,000",US,CA,Roseville
115540,Intern - Quality Assurance,Casenet,"Bedford, MA",,"Are you searching for a career where your efforts truly make a difference? At Casenet, we help improve…","[""qa"",""automation"",""sql"",""sysadmin""]",/jobs/115540/intern-quality-assurance-casenet,2016-06-01T07:01:01.000Z,22,False,,0,0,US,MA,Bedford
115610,(Java) Senior Developer with minimum 8-10yrs Exp  - SAP Ariba Development Center,SAP Ariba,"Bengaluru, India",,"ROLE DESCRIPTION
As Senior Engineer you will be expected to design, architecture, and implement next…","[""java"",""product"",""development""]",/jobs/115610/java-senior-developer-with-minimum-8-10yrs-exp-sap-ariba,2016-06-01T07:01:01.000Z,22,False,,0,0,India,,Bengaluru
115591,Lead Mobile Computer Vision Engineer,Metamason,"Los Angeles, CA","$90,000 - 120,000

                                / 
Provides Equity","At Metamason, we are using 3D scanning to create physical products which help people across the world.…","[""computer-vision"",""mobile"",""3d"",""mesh"",""ios""]",/jobs/115591/lead-mobile-computer-vision-engineer-metamason,2016-06-01T07:01:01.000Z,22,True,$,"90,000","120,000",US,CA,Los Angeles
113149,Senior Electronics Engineer for Silicon Valley Product Development Firm,219 Design,"Mountain View, CA",,219 Design helps great companies invent products that change the world. 219ers have improved patient…,"[""embedded""]",/jobs/113149/senior-electronics-engineer-for-silicon-valley-219-design,2016-06-01T07:01:01.000Z,22,False,,0,0,US,CA,Mountain View
117727,Smartphone SLAM R&D for Consumer Vision Apps,Geomagical Labs,"Mountain View, CA",,"Geomagical Labs is an early-stage technology startup in the SF Bay Area, applying novel computer vision…","[""imu"",""robotics"",""vision"",""sfm"",""slam""]",/jobs/117727/smartphone-slam-r-d-for-consumer-vision-apps-geomagical-labs,2016-06-01T07:01:01.000Z,22,False,,0,0,US,CA,Mountain View
113147,Software Engineer - .Net/C#,Esri,"Redlands, CA",,Are you a talented .NET/C# developer? Do you have a passion for solving development problems with…,"[""c#"","".net"",""web-services"",""asp.net-mvc""]",/jobs/113147/software-engineer-net-c-sharp-esri,2016-06-01T07:01:01.000Z,22,False,,0,0,US,CA,Redlands
115608,Software Developer in Test for new eComm brand,Stanley Gibbons US,"Morrisville, NC",,"As an SDIT, you will be driving the quality engineering initiatives of StanleyGibbons.com products. You…","[""selenium-webdriver"",""javascript"",""lamp"",""docker"",""rest""]",/jobs/115608/software-developer-in-test-for-new-ecomm-brand-stanley-gibbons-us,2016-06-01T07:01:01.000Z,22,False,,0,0,US,NC,Morrisville
113146,Software Engineer: Real Time Systems,Postmates Inc.,"San Francisco, CA","$120,000 - 170,000

                                / 
Provides Equity",Postmates runs the largest on-demand delivery platform in the country. When your company grows 5-10%…,"[""python"",""real-time""]",/jobs/113146/software-engineer-real-time-systems-postmates-inc,2016-06-01T07:01:01.000Z,22,True,$,"120,000","170,000",US,CA,San Francisco
115607,Sr. Web Developer (awesome Virtual Reality project),Utherverse Digital Inc.,"Vancouver, BC, Canada","$65,000 - 85,000","We are looking for a capable and experienced web software developer to join our small, energetic and fun…","["".net"",""asp.net"",""asp.net-mvc"",""sql-server""]",/jobs/115607/sr-web-developer-awesome-virtual-reality-utherverse-digital-inc,2016-06-01T07:01:01.000Z,22,False,$,"65,000","85,000",Canada,BC,Vancouver
115603,"Smart, Get-Things-Done .Net Developer","InvestCloud Canada, Inc.","Toronto, ON, Canada",,"Release The Kraken! Help us go beyong our FinTech competitors
At InvestCloud, we are finalizing a…","[""c#"","".net"",""nosql"",""cqrs""]",/jobs/115603/smart-get-things-done-net-developer-investcloud-canada-inc,2016-06-01T07:01:01.000Z,22,False,,0,0,Canada,ON,Toronto
